# PC88Behavior バスアクセス採取結果
# 記録しているのはアドレスとアクセス種別のみ。ROM の内容は含まない。

core      : $WORKDIR/vendor/quasi88-libretro/quasi88_libretro.dylib
  3C1F-3C1F  (1)
  3C21-3C21  (1)
  3C23-3C23  (1)
  3C25-3C25  (1)
  3C29-3C2A  (2)
  3C2C-3C2C  (1)
  3C2F-3C2F  (1)
  3C31-3C31  (1)
  3C33-3C33  (1)
  3C35-3C36  (2)
  3C8C-3C8D  (2)
  3C8F-3C90  (2)
  3CC1-3CC1  (1)
  3CC8-3CC8  (1)
  3CCA-3CCB  (2)
  3CCD-3CCD  (1)
  3CD9-3CD9  (1)
  3CE1-3CE1  (1)
  3CE3-3CE4  (2)
  3CE6-3CE7  (2)
  3CE9-3CEA  (2)
  3CF2-3CF2  (1)
  3CF4-3CF4  (1)
  3CF6-3CF6  (1)
  3CF8-3CF8  (1)
  3CFA-3CFA  (1)
  3CFC-3CFD  (2)
  3CFF-3D66  (104)
  3D68-3D6C  (5)
  3D76-3D77  (2)
  3D79-3D7A  (2)
  3D7C-3D7C  (1)
  3D7E-3D7E  (1)
  3D80-3D80  (1)
  3D82-3D82  (1)
  3D84-3D84  (1)
  3D86-3D86  (1)
  3D88-3D89  (2)
  3D8B-3D8B  (1)
  3D95-3D96  (2)
  3D99-3D99  (1)
  3D9E-3D9E  (1)
  3DA4-3DB3  (16)
  3DC3-3DC3  (1)
  3DC6-3DC6  (1)
  3DCD-3DCE  (2)
  3DD1-3DD1  (1)
  3DD5-3DD6  (2)
  3DDA-3DDB  (2)
  3DDD-3DDE  (2)
  3DEB-3DEC  (2)
  3DF0-3DF1  (2)
  3DF3-3DF4  (2)
  3DF6-3DF6  (1)
  3DFB-3DFB  (1)
  3DFD-3DFD  (1)
  3E03-3E03  (1)
  3E05-3E05  (1)
  3E07-3E07  (1)
  3E09-3E0A  (2)
  3E12-3E13  (2)
  3E16-3E17  (2)
  3E1A-3E1A  (1)
  3E25-3E25  (1)
  3E27-3E27  (1)
  3E29-3E2A  (2)
  3E2C-3E2D  (2)
  3E31-3E31  (1)
  3E33-3E33  (1)
  3E41-3E42  (2)
  3E44-3E44  (1)
  3E49-3E4A  (2)
  3E50-3E50  (1)
  3E54-3E54  (1)
  3E58-3E58  (1)
  3E5A-3E5A  (1)
  3E61-3E61  (1)
  3E65-3E65  (1)
  3E69-3E69  (1)
  3E6B-3E6C  (2)
  3E6E-3E6E  (1)
  3E70-3E70  (1)
  3E72-3E72  (1)
  3E74-3E75  (2)
  3E77-3E77  (1)
  3E79-3E79  (1)
  3E7D-3E7D  (1)
  3E7F-3E80  (2)
  3E84-3E84  (1)
  3E8A-3E8B  (2)
  3E8F-3E90  (2)
  3EF5-3EF6  (2)
  3EFA-3EFB  (2)
  3EFE-3EFF  (2)
  3F03-3F03  (1)
  3F23-3F24  (2)
  3F40-3F40  (1)
  3F42-3F43  (2)
  3F45-3F45  (1)
  3F48-3F48  (1)
  3F4A-3F4A  (1)
  3F7B-3F7C  (2)
  3F7F-3F7F  (1)
  3F8B-3F8C  (2)
  3F90-3F90  (1)
  3F92-3F93  (2)
  3F95-3F96  (2)
  3F99-3F99  (1)
  3FA5-3FA6  (2)
  3FA9-3FA9  (1)
  3FAB-3FAC  (2)
  3FAE-3FAF  (2)
  3FB1-3FB1  (1)
  3FB5-3FB5  (1)
  3FB7-3FB8  (2)
  3FBE-3FBE  (1)
  3FC0-3FC1  (2)
  3FC7-3FC7  (1)
  3FCE-3FCF  (2)
  3FD3-3FD3  (1)
  3FD8-3FD8  (1)
  3FDA-3FDB  (2)
  3FE1-3FE1  (1)
  3FE5-3FE6  (2)
  3FE8-3FE8  (1)
  3FEA-3FEA  (1)
  3FEC-3FED  (2)
  3FF2-3FF2  (1)
  3FF5-3FF5  (1)
  3FF8-3FF8  (1)
  3FFA-3FFB  (2)
  3FFE-3FFF  (2)
  4001-4002  (2)
  4009-4009  (1)
  400B-400C  (2)
  4011-4011  (1)
  401A-401A  (1)
  401C-401D  (2)
  4022-4023  (2)
  4028-4029  (2)
  402D-402E  (2)
  4036-4037  (2)
  403B-403C  (2)
  4040-4041  (2)
  4044-4045  (2)
  4048-4048  (1)
  404A-404B  (2)
  404D-404D  (1)
  404F-4050  (2)
  4052-4053  (2)
  4055-4056  (2)
  4058-4058  (1)
  405A-405B  (2)
  405D-405E  (2)
  4064-4064  (1)
  4066-4067  (2)
  406A-406A  (1)
  406C-406D  (2)
  4071-4071  (1)
  4074-4075  (2)
  4077-4077  (1)
  4079-4079  (1)
  407F-407F  (1)
  4084-4085  (2)
  4087-4087  (1)
  408B-408C  (2)
  4090-4091  (2)
  4093-4093  (1)
  4096-4096  (1)
  4099-4099  (1)
  409C-409C  (1)
  409F-409F  (1)
  40A1-40A1  (1)
  40A3-40A4  (2)
  4146-4147  (2)
  414A-414A  (1)
  414C-414C  (1)
  414E-414F  (2)
  4152-4153  (2)
  4156-4156  (1)
  417C-417D  (2)
  4180-4180  (1)
  41A9-41AA  (2)
  41AC-41AD  (2)
  41AF-41B0  (2)
  41B3-41B4  (2)
  41B6-41B6  (1)
  41BC-41BC  (1)
  41BE-41BF  (2)
  41D0-41D1  (2)
  41E4-41E5  (2)
  41E9-41EA  (2)
  41EE-41EF  (2)
  41F6-41F6  (1)
  41F8-41F9  (2)
  41FE-41FE  (1)
  4244-4244  (1)
  4246-4247  (2)
  4249-4249  (1)
  424B-424C  (2)
  424E-424E  (1)
  4251-4252  (2)
  4254-4254  (1)
  4256-428A  (53)
  428D-428D  (1)
  428F-428F  (1)
  4292-4293  (2)
  4295-4295  (1)
  4297-4297  (1)
  4299-429A  (2)
  42A0-42A1  (2)
  42A5-42A5  (1)
  42A9-42AA  (2)
  42AC-42AC  (1)
  42AE-42AE  (1)
  42B5-42B6  (2)
  42B9-42BA  (2)
  42C0-42C1  (2)
  42C3-42C3  (1)
  42C7-42C7  (1)
  42CA-42CB  (2)
  42CF-42CF  (1)
  42EA-42EB  (2)
  42EE-42EF  (2)
  42F2-42F3  (2)
  4321-4321  (1)
  432A-432B  (2)
  432D-432E  (2)
  4336-4336  (1)
  4338-4339  (2)
  4340-4340  (1)
  4342-4342  (1)
  4344-4344  (1)
  4346-4346  (1)
  4348-4348  (1)
  434A-434A  (1)
  434D-434E  (2)
  4357-4358  (2)
  435A-435B  (2)
  435E-435F  (2)
  4362-4363  (2)
  436A-436B  (2)
  436E-436F  (2)
  4371-4371  (1)
  4374-4374  (1)
  4379-4379  (1)
  437B-437B  (1)
  437F-437F  (1)
  4388-4388  (1)
  438B-438C  (2)
  4397-4397  (1)
  43B2-43B3  (2)
  43B6-43B6  (1)
  43C0-43C1  (2)
  43C4-43C5  (2)
  43CB-43CB  (1)
  43CD-43CE  (2)
  43D0-43D1  (2)
  43D8-43D8  (1)
  43E6-43E6  (1)
  43EC-43EC  (1)
  43EE-43EE  (1)
  43F0-43F0  (1)
  43F3-43F4  (2)
  43F6-43F7  (2)
  43FA-43FA  (1)
  4402-4403  (2)
  440D-440D  (1)
  4427-4428  (2)
  442E-442F  (2)
  4433-4433  (1)
  4437-4438  (2)
  443B-443B  (1)
  443E-443E  (1)
  4442-4443  (2)
  4445-4445  (1)
  4449-4449  (1)
  444D-444D  (1)
  4454-4455  (2)
  445E-445F  (2)
  4468-4468  (1)
  446A-446A  (1)
  4475-4476  (2)
  4478-4479  (2)
  447E-447F  (2)
  4482-4483  (2)
  4485-4486  (2)
  4488-4489  (2)
  448C-448D  (2)
  448F-4490  (2)
  4496-4497  (2)
  449A-449B  (2)
  44A0-44A1  (2)
  44A6-44A7  (2)
  44AA-44AA  (1)
  44AC-44AC  (1)
  44AE-44AE  (1)
  44B0-44B0  (1)
  44D8-44D8  (1)
  44DA-44DA  (1)
  44DC-44DC  (1)
  44DF-44DF  (1)
  44E4-44E5  (2)
  44E7-44E8  (2)
  44EA-44EB  (2)
  4553-4554  (2)
  4556-4557  (2)
  4559-455A  (2)
  455C-455C  (1)
  4560-4561  (2)
  4564-4565  (2)
  456B-456B  (1)
  456E-456E  (1)
  4570-4570  (1)
  4572-4573  (2)
  457D-457E  (2)
  4583-4584  (2)
  4588-4588  (1)
  458B-458C  (2)
  4590-4591  (2)
  4593-4594  (2)
  459A-459A  (1)
  459D-459E  (2)
  45A0-45A1  (2)
  45A3-45A4  (2)
  45B1-45B2  (2)
  45B4-45B5  (2)
  45B8-45B8  (1)
  45BC-45BD  (2)
  45C0-45C1  (2)
  45C6-45C7  (2)
  45CB-45CB  (1)
  45D7-45D8  (2)
  45F9-45FA  (2)
  45FC-45FC  (1)
  4610-4610  (1)
  463F-4640  (2)
  4677-4678  (2)
  4686-4686  (1)
  4688-4689  (2)
  468D-468E  (2)
  4691-4692  (2)
  469E-469F  (2)
  46A2-46A3  (2)
  46A5-46A5  (1)
  46AC-46AC  (1)
  46B0-46B0  (1)
  46B2-46B2  (1)
  46B8-46B8  (1)
  46BD-46BE  (2)
  46CA-46CA  (1)
  46CD-46CD  (1)
  46D2-46D2  (1)
  46D7-46D7  (1)
  46D9-46D9  (1)
  46DE-46DE  (1)
  46FA-46FB  (2)
  4701-4701  (1)
  4705-4706  (2)
  470D-470E  (2)
  4822-4823  (2)
  4825-4825  (1)
  482A-482B  (2)
  482D-482D  (1)
  4843-4844  (2)
  484A-484B  (2)
  484F-484F  (1)
  4854-4855  (2)
  4859-4859  (1)
  485B-485C  (2)
  485E-485E  (1)
  4861-4862  (2)
  4864-4865  (2)
  4ADD-4ADE  (2)
  4B0D-4B0E  (2)
  4B12-4B13  (2)
  4B16-4B17  (2)
  4B19-4B19  (1)
  4B1E-4B1F  (2)
  4B21-4B21  (1)
  4B23-4B24  (2)
  4B2B-4B2C  (2)
  4B2E-4B2F  (2)
  4B31-4B32  (2)
  4B35-4B35  (1)
  4B38-4B39  (2)
  4B3C-4B3D  (2)
  4B3F-4B40  (2)
  4C71-4C72  (2)
  4C74-4C75  (2)
  4C7E-4C7E  (1)
  4CAC-4CAD  (2)
  4CB1-4CB2  (2)
  4DD7-4DD8  (2)
  4DE5-4DE5  (1)
  4DE9-4DEA  (2)
  4DEC-4DED  (2)
  4DF2-4DF2  (1)
  4DF4-4DF5  (2)
  4EC3-4EC4  (2)
  4EC6-4EC6  (1)
  4ECA-4ECA  (1)
  4ECE-4ECE  (1)
  4EE5-4EE6  (2)
  4EFA-4EFB  (2)
  4F02-4F03  (2)
  4F05-4F06  (2)
  4F09-4F09  (1)
  4F0C-4F0D  (2)
  4F0F-4F10  (2)
  4F12-4F13  (2)
  4F15-4F16  (2)
  4F1C-4F1D  (2)
  4F1F-4F20  (2)
  4F22-4F23  (2)
  4F25-4F26  (2)
  4F28-4F29  (2)
  4F2C-4F2D  (2)
  4F33-4F34  (2)
  4F36-4F37  (2)
  4F39-4F3A  (2)
  4F3C-4F3D  (2)
  4F3F-4F40  (2)
  4F42-4F43  (2)
  4F49-4F4A  (2)
  4F4C-4F4D  (2)
  4F4F-4F4F  (1)
  4F51-4F52  (2)
  4F54-4F55  (2)
  4F57-4F57  (1)
  4F5A-4F5A  (1)
  4F5C-4F5D  (2)
  4F5F-4F60  (2)
  4F62-4F63  (2)
  4F65-4F66  (2)
  4F6F-4F70  (2)
  4F74-4F75  (2)
  4F77-4F78  (2)
  4F7A-4F7B  (2)
  4F7D-4F7E  (2)
  4F83-4F84  (2)
  4F87-4F88  (2)
  4F8A-4F8B  (2)
  4F8D-4F8E  (2)
  4F90-4F91  (2)
  4F93-4F94  (2)
  4F96-4F97  (2)
  4F99-4F9A  (2)
  4F9D-4F9E  (2)
  4FA0-4FA1  (2)
  4FA3-4FA3  (1)
  4FA7-4FA8  (2)
  4FAB-4FAC  (2)
  4FB0-4FB1  (2)
  4FB5-4FB6  (2)
  4FB9-4FBA  (2)
  4FBC-4FBD  (2)
  4FBF-4FC0  (2)
  4FC2-4FC3  (2)
  4FC5-4FC6  (2)
  4FCB-4FCC  (2)
  4FCE-4FCF  (2)
  4FD1-4FD2  (2)
  4FD4-4FD5  (2)
  4FD7-4FD8  (2)
  4FDA-4FDB  (2)
  4FDF-4FE0  (2)
  4FE2-4FE3  (2)
  4FF8-4FF8  (1)
  4FFA-4FFA  (1)
  5003-5003  (1)
  5046-5047  (2)
  5049-504A  (2)
  5054-5054  (1)
  5056-5057  (2)
  50A7-50A8  (2)
  50AA-50AA  (1)
  50C6-50C7  (2)
  50FC-50FD  (2)
  5106-5107  (2)
  5109-510A  (2)
  510C-510D  (2)
  5110-5111  (2)
  5113-5114  (2)
  511A-511B  (2)
  511D-511E  (2)
  5121-5122  (2)
  5127-5128  (2)
  515B-515C  (2)
  51E0-51E1  (2)
  51E6-51E7  (2)
  51E9-51EA  (2)
  5217-5217  (1)
  521A-521A  (1)
  521E-521F  (2)
  5221-5222  (2)
  5225-5226  (2)
  5229-522A  (2)
  522C-522D  (2)
  5230-5231  (2)
  523A-523A  (1)
  523C-523C  (1)
  5245-5245  (1)
  524A-524B  (2)
  524D-524D  (1)
  5251-5252  (2)
  5255-5256  (2)
  525C-525D  (2)
  5267-5267  (1)
  5277-5278  (2)
  527E-527F  (2)
  5284-5285  (2)
  5287-5288  (2)
  528F-5290  (2)
  5293-5294  (2)
  5297-5298  (2)
  529A-529B  (2)
  52A7-52A8  (2)
  52AB-52AC  (2)
  52B5-52B5  (1)
  5373-5374  (2)
  5377-5378  (2)
  53F8-53F9  (2)
  53FC-53FD  (2)
  5402-5403  (2)
  5405-5406  (2)
  540B-540B  (1)
  5414-5415  (2)
  541C-541C  (1)
  541E-541E  (1)
  5429-542A  (2)
  542F-542F  (1)
  5431-5432  (2)
  5434-5435  (2)
  5437-5438  (2)
  543A-543A  (1)
  543C-543D  (2)
  54F2-54F3  (2)
  54FE-54FE  (1)
  5502-5502  (1)
  5508-5508  (1)
  550B-550B  (1)
  550E-550E  (1)
  5510-5510  (1)
  5512-5513  (2)
  5517-5517  (1)
  5519-5519  (1)
  552A-552B  (2)
  552D-552E  (2)
  5530-5530  (1)
  5532-5533  (2)
  5535-5536  (2)
  5538-5538  (1)
  553A-553B  (2)
  553D-553E  (2)
  5540-5541  (2)
  5544-5545  (2)
  5551-5552  (2)
  5554-5555  (2)
  5557-5557  (1)
  555E-555F  (2)
  5563-5563  (1)
  5565-5566  (2)
  5569-556A  (2)
  556D-556D  (1)
  5570-5570  (1)
  56CA-56CB  (2)
  56CD-56CE  (2)
  56D1-56D2  (2)
  56DB-56DC  (2)
  56DF-56DF  (1)
  56E8-56E9  (2)
  56EB-56EC  (2)
  56F5-56F6  (2)
  5927-5928  (2)
  592E-592F  (2)
  5932-5933  (2)
  598B-598C  (2)
  598E-598F  (2)
  5991-5992  (2)
  59A6-59A7  (2)
  59AD-59AE  (2)
  59B1-59B2  (2)
  59D1-59D2  (2)
  59D5-59D5  (1)
  59DC-59DD  (2)
  59E0-59E0  (1)
  59EA-59EA  (1)
  59EC-59EC  (1)
  5A05-5A06  (2)
  5A59-5A5A  (2)
  5A6A-5A6B  (2)
  5A6D-5A6D  (1)
  5A70-5A70  (1)
  5A73-5A74  (2)
  5A76-5A76  (1)
  5A7A-5A7B  (2)
  5A7E-5A7E  (1)
  5A87-5A88  (2)
  5A8A-5A8B  (2)
  5DD5-5DD6  (2)
  5DDB-5DDC  (2)
  5DE6-5DE7  (2)
  5DE9-5DEA  (2)
  5DF8-5DF8  (1)
  5DFB-5DFB  (1)
  5DFD-5DFE  (2)
  5E01-5E02  (2)
  5E04-5E05  (2)
  5E08-5E08  (1)
  5E11-5E11  (1)
  5E13-5E14  (2)
  5E16-5E16  (1)
  5E18-5E19  (2)
  5E24-5E25  (2)
  5E29-5E29  (1)
  5E31-5E32  (2)
  5E41-5E42  (2)
  5E47-5E48  (2)
  5E4A-5E4B  (2)
  5E4D-5E4D  (1)
  5E4F-5E50  (2)
  5E52-5E53  (2)
  5F0F-5F10  (2)
  5F13-5F14  (2)
  5F16-5F17  (2)
  5F1A-5F1A  (1)
  5F1E-5F1F  (2)
  5F27-5F27  (1)
  5F2C-5F2C  (1)
  5F30-5F30  (1)
  5F36-5F37  (2)
  5F39-5F3A  (2)
  5F40-5F40  (1)
  5F42-5F43  (2)
  5F45-5F46  (2)
  5F48-5F49  (2)
  5F4B-5F4C  (2)
  5F4E-5F4F  (2)
  5F78-5F79  (2)
  5F7B-5F7B  (1)
  5F82-5F82  (1)
  5F88-5F89  (2)
  5F8B-5F8B  (1)
  5F93-5F94  (2)
  5F96-5F97  (2)
  5F9A-5F9B  (2)
  5F9D-5F9D  (1)
  5F9F-5FA0  (2)
  5FA2-5FA3  (2)
  5FA5-5FA6  (2)
  5FA8-5FA9  (2)
  5FAC-5FAC  (1)
  5FB0-5FB1  (2)
  5FB5-5FB5  (1)
  5FBA-5FBB  (2)
  5FBD-5FBE  (2)
  5FC1-5FC1  (1)
  5FC3-5FC3  (1)
  5FC6-5FC6  (1)
  5FC9-5FCA  (2)
  5FCC-5FCD  (2)
  5FCF-5FD0  (2)
  5FD2-5FD3  (2)
  5FD6-5FD7  (2)
  5FD9-5FDA  (2)
  5FDD-5FDE  (2)
  5FE0-5FE1  (2)
  5FE4-5FE5  (2)
  5FEE-5FEE  (1)
  5FF0-5FF1  (2)
  5FF3-5FF4  (2)
  5FF7-5FF7  (1)
  6000-6000  (1)
  6002-6003  (2)
  6006-6007  (2)
  600A-600B  (2)
  6013-6013  (1)
  6018-6019  (2)
  601C-6020  (5)
  6023-6024  (2)
  6026-6026  (1)
  602B-602B  (1)
  602F-6030  (2)
  6033-6033  (1)
  6039-603A  (2)
  6045-6048  (4)
  604B-604C  (2)
  604E-604E  (1)
  6050-6051  (2)
  6053-6054  (2)
  6058-6059  (2)
  605C-605D  (2)
  605F-605F  (1)
  6061-6062  (2)
  6064-6065  (2)
  606E-606F  (2)
  6077-6078  (2)
  607B-607B  (1)
  609A-60B7  (30)
  60C6-60C7  (2)
  60D9-60DA  (2)
  60DD-60DD  (1)
  60E4-60E5  (2)
  6146-6147  (2)
  614B-614C  (2)
  6155-6156  (2)
  6158-6159  (2)
  615B-615B  (1)
  615D-615E  (2)
  6161-6161  (1)
  6165-6166  (2)
  6169-616A  (2)
  616F-6170  (2)
  6173-6174  (2)
  6176-6177  (2)
  617E-617F  (2)
  6182-6182  (1)
  6192-6193  (2)
  6195-6195  (1)
  6198-6198  (1)
  619B-619B  (1)
  619D-619E  (2)
  61A0-61A1  (2)
  61A3-61A4  (2)
  61A9-61A9  (1)
  61AF-61AF  (1)
  61B3-61B3  (1)
  61B8-61B9  (2)
  61BC-61BC  (1)
  61CD-61CE  (2)
  61D0-61D1  (2)
  61D3-61D4  (2)
  61D7-61D8  (2)
  61EA-61EA  (1)
  61ED-61EE  (2)
  61F2-61F2  (1)
  61F7-61F8  (2)
  6200-6200  (1)
  6206-6206  (1)
  6209-620A  (2)
  620E-620F  (2)
  6222-6223  (2)
  6226-6227  (2)
  6235-6235  (1)
  6238-6239  (2)
  623D-623D  (1)
  6244-6244  (1)
  62E8-62E8  (1)
  62EA-62EB  (2)
  62ED-62EE  (2)
  62F0-62F1  (2)
  62F3-62F4  (2)
  62F6-62F7  (2)
  62F9-62FA  (2)
  62FC-62FD  (2)
  62FF-6300  (2)
  6302-6303  (2)
  6305-6306  (2)
  6308-6309  (2)
  630B-630B  (1)
  630D-630E  (2)
  6310-6311  (2)
  6313-6313  (1)
  6315-6315  (1)
  6317-6317  (1)
  6319-6319  (1)
  631C-631C  (1)
  631E-631E  (1)
  6320-6321  (2)
  6323-6323  (1)
  6325-6326  (2)
  6328-6328  (1)
  632A-632B  (2)
  632D-632E  (2)
  6332-6333  (2)
  6336-6336  (1)
  633A-633B  (2)
  633D-633D  (1)
  6342-6343  (2)
  6347-6347  (1)
  634B-634C  (2)
  634E-634E  (1)
  6353-6354  (2)
  6357-6358  (2)
  635A-635B  (2)
  635D-635E  (2)
  6360-6361  (2)
  6363-6364  (2)
  6366-6367  (2)
  6369-636A  (2)
  636C-636D  (2)
  6372-6373  (2)
  6377-6378  (2)
  637A-637B  (2)
  637D-637E  (2)
  6380-6381  (2)
  6383-6383  (1)
  6385-6386  (2)
  6388-6389  (2)
  638B-638C  (2)
  638E-638F  (2)
  6391-6391  (1)
  6393-6394  (2)
  6396-6397  (2)
  6399-639A  (2)
  639C-639C  (1)
  639F-63A0  (2)
  63A2-63A3  (2)
  63A5-63A6  (2)
  63A9-63AA  (2)
  63AE-63AF  (2)
  63B2-63B3  (2)
  63B5-63B6  (2)
  63B9-63BA  (2)
  63BD-63BE  (2)
  63C1-63C2  (2)
  63C4-63C5  (2)
  63C7-63C8  (2)
  63CA-63CB  (2)
  63CF-63D0  (2)
  63D3-63D4  (2)
  63D6-63D7  (2)
  63D9-63DA  (2)
  63E0-63E1  (2)
  63E3-63E4  (2)
  63E6-63E7  (2)
  63E9-63EA  (2)
  63EC-63EF  (4)
  63F1-63F2  (2)
  63F4-63F5  (2)
  63F7-63F8  (2)
  63FA-63FB  (2)
  63FD-63FE  (2)
  6400-6401  (2)
  6405-6406  (2)
  6408-6409  (2)
  640B-640C  (2)
  640E-640F  (2)
  6411-6412  (2)
  6414-6415  (2)
  6418-6419  (2)
  641C-641D  (2)
  6420-6424  (5)
  6470-6471  (2)
  6474-6474  (1)
  6476-6477  (2)
  6479-647A  (2)
  6483-6484  (2)
  6488-648D  (6)
  648F-6490  (2)
  6493-6494  (2)
  649A-649B  (2)
  649D-649E  (2)
  64A0-64A0  (1)
  64A2-64A3  (2)
  64A5-64A5  (1)
  64A7-64A8  (2)
  64AB-64AB  (1)
  64AE-64AE  (1)
  64C8-64C9  (2)
  64E6-64E7  (2)
  64F5-64F6  (2)
  64F8-64F8  (1)
  64FA-64FB  (2)
  64FD-64FD  (1)
  64FF-6500  (2)
  6504-6504  (1)
  6506-6506  (1)
  650A-650B  (2)
  650D-650D  (1)
  650F-6511  (3)
  6513-6513  (1)
  6518-6519  (2)
  651B-651B  (1)
  651E-6521  (4)
  6523-6524  (2)
  6528-6528  (1)
  652A-652A  (1)
  652C-6530  (5)
  6534-6535  (2)
  6538-6538  (1)
  653D-653D  (1)
  6821-6822  (2)
  6824-6825  (2)
  6827-6828  (2)
  682A-682B  (2)
  682D-682E  (2)
  6830-6831  (2)
  6833-6834  (2)
  6836-6837  (2)
  6839-683A  (2)
  683C-683D  (2)
  683F-6840  (2)
  6842-6843  (2)
  6845-6846  (2)
  6848-6849  (2)
  684B-684C  (2)
  684E-684F  (2)
  6851-6852  (2)
  6854-6855  (2)
  6857-6858  (2)
  685A-685B  (2)
  685D-6861  (5)
  6863-6864  (2)
  6866-6867  (2)
  6869-686A  (2)
  686C-686D  (2)
  686F-6870  (2)
  6872-6873  (2)
  6875-6876  (2)
  69B3-69B4  (2)
  69B6-69B6  (1)
  69B8-69B9  (2)
  69BB-69BB  (1)
  69BE-69BE  (1)
  69C0-69C1  (2)
  69C3-69C3  (1)
  69C5-69C6  (2)
  69C8-69C9  (2)
  69D2-69D3  (2)
  69D9-69DA  (2)
  69DC-69DD  (2)
  69E2-69E3  (2)
  69E5-69E6  (2)
  69E9-69E9  (1)
  69ED-69ED  (1)
  69F0-69F0  (1)
  69F2-69F2  (1)
  69F7-69F8  (2)
  69FC-69FD  (2)
  6A10-6A11  (2)
  6A1A-6A1B  (2)
  6A1E-6A21  (4)
  6B56-6B5B  (6)
  6B5D-6B61  (5)
  6B78-6B79  (2)
  6BAF-6BB4  (6)
  6BB6-6BB8  (3)
  6BBA-6BBD  (4)
  6BBF-6BC1  (3)
  6BC3-6BC7  (5)
  6D98-6D9C  (5)
  6D9E-6DA0  (3)
  6DA2-6DA4  (3)
  6E81-6E95  (21)
  6EB7-6EB9  (3)
  6F07-6F09  (3)
  6F0B-6F0D  (3)
  6F6D-6F6E  (2)
  6F70-6F71  (2)
  6F73-6F74  (2)
  6F77-6F7D  (7)
  6F7F-6F7F  (1)
  6F81-6F82  (2)
  6F84-6FA8  (37)
  6FB5-6FB6  (2)
  6FB9-6FBA  (2)
  6FBE-6FBE  (1)
  6FC3-6FC4  (2)
  6FCB-6FCB  (1)
  6FCE-6FCF  (2)
  6FD2-6FD2  (1)
  6FD4-6FD4  (1)
  6FD7-6FD7  (1)
  6FD9-6FD9  (1)
  6FDC-6FDD  (2)
  6FDF-6FDF  (1)
  6FE4-6FE5  (2)
  6FE7-6FE7  (1)
  6FEA-6FEB  (2)
  6FED-6FED  (1)
  6FEF-6FF0  (2)
  6FF2-6FF2  (1)
  6FF6-6FF7  (2)
  6FF9-6FF9  (1)
  6FFB-6FFB  (1)
  6FFE-6FFE  (1)
  7000-7001  (2)
  7003-7004  (2)
  7006-7006  (1)
  7008-7009  (2)
  700B-700B  (1)
  700D-700E  (2)
  7011-7011  (1)
  7013-7013  (1)
  7015-7015  (1)
  7018-7019  (2)
  701C-701C  (1)
  701F-701F  (1)
  7024-7024  (1)
  7028-7028  (1)
  702B-702B  (1)
  702E-702E  (1)
  7031-7031  (1)
  7033-7034  (2)
  7036-7036  (1)
  7038-7038  (1)
  703A-703A  (1)
  703C-703C  (1)
  703E-703E  (1)
  7040-7040  (1)
  7042-7042  (1)
  7044-7044  (1)
  7046-7046  (1)
  7048-7049  (2)
  704B-704B  (1)
  704D-704D  (1)
  704F-704F  (1)
  7051-7052  (2)
  7054-7054  (1)
  7056-7057  (2)
  7059-7059  (1)
  705B-705D  (3)
  7062-7068  (7)
  706D-7070  (4)
  7072-7073  (2)
  7078-7078  (1)
  707C-707D  (2)
  707F-707F  (1)
  7085-7086  (2)
  708C-708C  (1)
  708E-708E  (1)
  7094-7095  (2)
  709B-709B  (1)
  70A5-70A6  (2)
  70AD-70AD  (1)
  70AF-70AF  (1)
  70B3-70B4  (2)
  70B6-70B7  (2)
  70BB-70BB  (1)
  70BF-70C0  (2)
  70C3-70C3  (1)
  70CD-70CD  (1)
  70CF-70D0  (2)
  70D2-70D2  (1)
  70D7-70D8  (2)
  70E4-70E5  (2)
  70E7-70E8  (2)
  70EB-70EC  (2)
  70F0-70F0  (1)
  70F2-70F2  (1)
  70F5-70F6  (2)
  70F8-70F9  (2)
  70FB-70FC  (2)
  70FF-7100  (2)
  7104-7105  (2)
  7113-7113  (1)
  7117-7117  (1)
  711C-711D  (2)
  7121-7122  (2)
  712A-712A  (1)
  712C-712D  (2)
  7132-7132  (1)
  7136-7136  (1)
  713C-713D  (2)
  713F-7140  (2)
  7148-7149  (2)
  714B-714C  (2)
  7180-7181  (2)
  7186-7186  (1)
  71DB-71DC  (2)
  71DE-71DE  (1)
  71E0-71E1  (2)
  71E3-71E4  (2)
  71E6-71E7  (2)
  71E9-71E9  (1)
  71EB-71EC  (2)
  71EE-71EE  (1)
  71F0-71F1  (2)
  71F3-71F3  (1)
  71F5-71F6  (2)
  71F8-71F9  (2)
  71FD-71FD  (1)
  71FF-7200  (2)
  7206-7207  (2)
  720A-720B  (2)
  7213-7213  (1)
  7216-7217  (2)
  721A-721A  (1)
  72D0-72D0  (1)
  72D2-72D3  (2)
  72D5-72D5  (1)
  72D7-72D8  (2)
  72DA-72DA  (1)
  72DC-72DD  (2)
  72DF-72DF  (1)
  72E1-72E1  (1)
  72E3-72E4  (2)
  72E6-72E7  (2)
  72E9-72EA  (2)
  72EC-72ED  (2)
  72EF-72F0  (2)
  72F3-72F4  (2)
  72F6-72F6  (1)
  72F8-72F9  (2)
  72FB-72FB  (1)
  72FD-72FE  (2)
  7300-7301  (2)
  7303-7303  (1)
  7307-7307  (1)
  7309-7309  (1)
  730C-730D  (2)
  730F-730F  (1)
  7311-7311  (1)
  7313-7313  (1)
  7315-7315  (1)
  7317-7318  (2)
  731A-731A  (1)
  731C-731C  (1)
  7320-7320  (1)
